estimator,term,estimate,std_error,t value,p_value,ci_low,ci_high,N
pyfixest_lpdid,treat_diff,0.003754604983173239,3.925231146709438e-18,956530925910124.5,6.661338147750939e-16,0.003754604983173189,0.003754604983173289,34.0
