estimator,term,estimate,std_error,t value,p_value,ci_low,ci_high,N
pyfixest_lpdid,treat_diff,0.07410079793691958,0.07380763629723548,1.0039719689505229,0.3246449463570098,-0.07761297126869408,0.22581456714253323,9700.0
