baseline_year,variable,treated_mean,control_mean,difference,ratio
2015,employment,4528.675141242938,2283.8597091531224,2244.815432089815,1.9829042576884965
2015,wages,85925571.63771187,35289300.035928145,50636271.60178372,2.434890223105326
2015,establishments,266.94350282485874,127.23267750213859,139.71082532272015,2.0980734514556754
